article_id,title,content,source,published_date,attack_type_mentioned,sector_mentioned,province_mentioned,sentiment,word_count,scraped_at
NEWS-000221,Serangan Kebocoran Data Menargetkan E-Commerce di Jakarta,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor E-Commerce di wilayah Jakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 22 September 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2021-09-22,Kebocoran Data,E-Commerce,Jakarta,neutral,45,2025-12-24 12:38:01.501255
NEWS-000222,BSSN Ungkap Lonjakan Kasus Penipuan Online Sepanjang 2021,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Perbankan di wilayah Bandung. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 20 March 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2021-03-20,Penipuan Online,Perbankan,Bandung,negative,45,2025-12-24 12:38:01.501298
NEWS-000223,Kominfo Blokir 679 Situs Terkait Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Telekomunikasi di wilayah Yogyakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 28 January 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2023-01-28,Penipuan Online,Telekomunikasi,Yogyakarta,positive,45,2025-12-24 12:38:01.501347
NEWS-000224,Kominfo Blokir 784 Situs Terkait Skimming,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Pemerintahan di wilayah Surabaya. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 20 August 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2022-08-20,Skimming,Pemerintahan,Surabaya,neutral,44,2025-12-24 12:38:01.501391
NEWS-000225,Kasus Hacking di Yogyakarta Meningkat 127%,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor UMKM di wilayah Yogyakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 23 November 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2022-11-23,Hacking,UMKM,Yogyakarta,negative,44,2025-12-24 12:38:01.501447
NEWS-000226,BSSN Ungkap Lonjakan Kasus Phishing Sepanjang 2024,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Telekomunikasi di wilayah Makassar. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 31 March 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2024-03-31,Phishing,Telekomunikasi,Makassar,negative,44,2025-12-24 12:38:01.501491
NEWS-000227,Tips Lindungi Data dari Phishing Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Fintech di wilayah Jakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 07 October 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2023-10-07,Phishing,Fintech,Jakarta,negative,44,2025-12-24 12:38:01.501534
NEWS-000228,Waspada! Modus Baru Kebocoran Data Melalui Media Sosial,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Pendidikan di wilayah Makassar. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 07 August 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2022-08-07,Kebocoran Data,Pendidikan,Makassar,negative,45,2025-12-24 12:38:01.501579
NEWS-000229,Waspada! Modus Baru Phishing Melalui SMS,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor UMKM di wilayah Makassar. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 11 December 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2022-12-11,Phishing,UMKM,Makassar,negative,44,2025-12-24 12:38:01.501623
NEWS-000230,Polri Tangkap Pelaku Hacking yang Rugikan Korban Rp 357 Juta,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor UMKM di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 21 June 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2021-06-21,Hacking,UMKM,Semarang,negative,44,2025-12-24 12:38:01.501668
NEWS-000231,Kasus Penipuan Online di Surabaya Meningkat 128%,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Fintech di wilayah Surabaya. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 18 November 2020. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2020-11-18,Penipuan Online,Fintech,Surabaya,positive,45,2025-12-24 12:38:01.501717
NEWS-000232,Kasus Skimming di Yogyakarta Meningkat 94%,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Pemerintahan di wilayah Yogyakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 31 October 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2022-10-31,Skimming,Pemerintahan,Yogyakarta,neutral,44,2025-12-24 12:38:01.501759
NEWS-000233,Polri Tangkap Pelaku Ransomware yang Rugikan Korban Rp 27 Juta,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor UMKM di wilayah Surabaya. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 22 July 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2023-07-22,Ransomware,UMKM,Surabaya,neutral,44,2025-12-24 12:38:01.501803
NEWS-000234,Fintech Indonesia Jadi Target Utama Skimming,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Fintech di wilayah Bali. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 01 March 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2024-03-01,Skimming,Fintech,Bali,positive,44,2025-12-24 12:38:01.501853
NEWS-000235,BSSN Ungkap Lonjakan Kasus Penipuan Online Sepanjang 2024,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Fintech di wilayah Makassar. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 31 March 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2024-03-31,Penipuan Online,Fintech,Makassar,neutral,45,2025-12-24 12:38:01.501900
NEWS-000236,Kominfo Blokir 378 Situs Terkait Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor UMKM di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 30 March 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2024-03-30,Penipuan Online,UMKM,Semarang,negative,45,2025-12-24 12:38:01.501944
NEWS-000237,Tips Lindungi Data dari Social Engineering Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor Fintech di wilayah Semarang. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 18 November 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2023-11-18,Social Engineering,Fintech,Semarang,negative,45,2025-12-24 12:38:01.502001
NEWS-000238,Kasus Hacking di Jawa Timur Meningkat 107%,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Kesehatan di wilayah Jawa Timur. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 27 February 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2022-02-27,Hacking,Kesehatan,Jawa Timur,negative,45,2025-12-24 12:38:01.502045
NEWS-000239,Polri Tangkap Pelaku Malware yang Rugikan Korban Rp 236 Juta,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Startup di wilayah Bali. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 04 March 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2022-03-04,Malware,Startup,Bali,neutral,44,2025-12-24 12:38:01.502091
NEWS-000240,Tips Lindungi Data dari DDoS Menurut Pakar Keamanan,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor UMKM di wilayah Jakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 25 April 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2022-04-25,DDoS,UMKM,Jakarta,neutral,44,2025-12-24 12:38:01.502136
NEWS-000241,Kominfo Blokir 19 Situs Terkait DDoS,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Fintech di wilayah Jawa Barat. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 28 July 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2022-07-28,DDoS,Fintech,Jawa Barat,negative,45,2025-12-24 12:38:01.502188
NEWS-000242,Startup Kehilangan Data Jutaan Pengguna Akibat Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Startup di wilayah Jakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 08 December 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2022-12-08,Penipuan Online,Startup,Jakarta,negative,45,2025-12-24 12:38:01.502234
NEWS-000243,Waspada! Modus Baru Phishing Melalui SMS,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor UMKM di wilayah Yogyakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 25 March 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2021-03-25,Phishing,UMKM,Yogyakarta,negative,44,2025-12-24 12:38:01.502281
NEWS-000244,Kesehatan Kehilangan Data Jutaan Pengguna Akibat Skimming,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor Kesehatan di wilayah Semarang. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 02 May 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2024-05-02,Skimming,Kesehatan,Semarang,negative,44,2025-12-24 12:38:01.502330
NEWS-000245,E-Commerce Indonesia Jadi Target Utama Malware,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor E-Commerce di wilayah Jakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 22 September 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2021-09-22,Malware,E-Commerce,Jakarta,negative,44,2025-12-24 12:38:01.502378
NEWS-000246,Serangan DDoS Menargetkan E-Commerce di Bali,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor E-Commerce di wilayah Bali. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 21 July 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2022-07-21,DDoS,E-Commerce,Bali,neutral,44,2025-12-24 12:38:01.502454
NEWS-000247,Serangan Kebocoran Data Menargetkan Fintech di Makassar,"Laporan terbaru menunjukkan adanya kasus Kebocoran Data yang menargetkan 
            sektor Fintech di wilayah Makassar. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 11 October 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2022-10-11,Kebocoran Data,Fintech,Makassar,neutral,45,2025-12-24 12:38:01.502514
NEWS-000248,Pemerintahan Kehilangan Data Jutaan Pengguna Akibat Phishing,"Laporan terbaru menunjukkan adanya kasus Phishing yang menargetkan 
            sektor Pemerintahan di wilayah Semarang. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 04 November 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2022-11-04,Phishing,Pemerintahan,Semarang,neutral,44,2025-12-24 12:38:01.502570
NEWS-000249,Waspada! Modus Baru DDoS Melalui Website Palsu,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Fintech di wilayah Makassar. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 19 September 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2023-09-19,DDoS,Fintech,Makassar,neutral,44,2025-12-24 12:38:01.502622
NEWS-000250,Kerugian Akibat Ransomware Capai Rp 28 Miliar,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor UMKM di wilayah Semarang. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 09 May 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2021-05-09,Ransomware,UMKM,Semarang,neutral,44,2025-12-24 12:38:01.502670
NEWS-000251,Pendidikan Kehilangan Data Jutaan Pengguna Akibat Hacking,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Pendidikan di wilayah Jakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 27 February 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2022-02-27,Hacking,Pendidikan,Jakarta,negative,44,2025-12-24 12:38:01.502723
NEWS-000252,Kominfo Blokir 97 Situs Terkait Hacking,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Pemerintahan di wilayah Makassar. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 01 August 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2024-08-01,Hacking,Pemerintahan,Makassar,neutral,44,2025-12-24 12:38:01.502771
NEWS-000253,BSSN Ungkap Lonjakan Kasus Malware Sepanjang 2021,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Pemerintahan di wilayah Yogyakarta. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 16 November 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2021-11-16,Malware,Pemerintahan,Yogyakarta,negative,44,2025-12-24 12:38:01.502818
NEWS-000254,Serangan Malware Menargetkan Startup di Semarang,"Laporan terbaru menunjukkan adanya kasus Malware yang menargetkan 
            sektor Startup di wilayah Semarang. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 17 May 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2022-05-17,Malware,Startup,Semarang,negative,44,2025-12-24 12:38:01.502866
NEWS-000255,Kasus Skimming di Yogyakarta Meningkat 100%,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor UMKM di wilayah Yogyakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 09 February 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2023-02-09,Skimming,UMKM,Yogyakarta,negative,44,2025-12-24 12:38:01.502911
NEWS-000256,Polri Tangkap Pelaku Hacking yang Rugikan Korban Rp 212 Juta,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Perbankan di wilayah Bandung. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 15 May 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2023-05-15,Hacking,Perbankan,Bandung,negative,44,2025-12-24 12:38:01.502963
NEWS-000257,Kerugian Akibat Hacking Capai Rp 138 Miliar,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Pemerintahan di wilayah Jawa Timur. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 12 August 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",detik.com,2022-08-12,Hacking,Pemerintahan,Jawa Timur,negative,45,2025-12-24 12:38:01.503018
NEWS-000258,Waspada! Modus Baru Hacking Melalui Email,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Kesehatan di wilayah Bali. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 03 September 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2023-09-03,Hacking,Kesehatan,Bali,negative,44,2025-12-24 12:38:01.503068
NEWS-000259,E-Commerce Indonesia Jadi Target Utama Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor E-Commerce di wilayah Jawa Timur. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 23 January 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2023-01-23,Penipuan Online,E-Commerce,Jawa Timur,neutral,46,2025-12-24 12:38:01.503118
NEWS-000260,Polri Tangkap Pelaku Penipuan Online yang Rugikan Korban Rp 418 Juta,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Pendidikan di wilayah Yogyakarta. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 22 August 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2021-08-22,Penipuan Online,Pendidikan,Yogyakarta,negative,45,2025-12-24 12:38:01.503213
NEWS-000261,Kerugian Akibat Hacking Capai Rp 377 Miliar,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Pendidikan di wilayah Bandung. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 19 September 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tempo.co,2021-09-19,Hacking,Pendidikan,Bandung,negative,44,2025-12-24 12:38:01.503269
NEWS-000262,Kominfo Blokir 708 Situs Terkait Social Engineering,"Laporan terbaru menunjukkan adanya kasus Social Engineering yang menargetkan 
            sektor E-Commerce di wilayah Makassar. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 04 April 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2023-04-04,Social Engineering,E-Commerce,Makassar,neutral,45,2025-12-24 12:38:01.503319
NEWS-000263,Kesehatan Indonesia Jadi Target Utama Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Kesehatan di wilayah Jawa Barat. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 08 April 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",liputan6.com,2022-04-08,Penipuan Online,Kesehatan,Jawa Barat,negative,46,2025-12-24 12:38:01.503368
NEWS-000264,Kerugian Akibat Hacking Capai Rp 230 Miliar,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Telekomunikasi di wilayah Jawa Barat. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 31 October 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2023-10-31,Hacking,Telekomunikasi,Jawa Barat,negative,45,2025-12-24 12:38:01.503434
NEWS-000265,Polri Tangkap Pelaku Skimming yang Rugikan Korban Rp 394 Juta,"Laporan terbaru menunjukkan adanya kasus Skimming yang menargetkan 
            sektor E-Commerce di wilayah Jawa Barat. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 15 December 2021. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",cnnindonesia.com,2021-12-15,Skimming,E-Commerce,Jawa Barat,neutral,45,2025-12-24 12:38:01.503487
NEWS-000266,Serangan Hacking Menargetkan Pendidikan di Yogyakarta,"Laporan terbaru menunjukkan adanya kasus Hacking yang menargetkan 
            sektor Pendidikan di wilayah Yogyakarta. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 15 January 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",tribunnews.com,2024-01-15,Hacking,Pendidikan,Yogyakarta,negative,44,2025-12-24 12:38:01.503539
NEWS-000267,Kominfo Blokir 504 Situs Terkait Penipuan Online,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor UMKM di wilayah Jawa Timur. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 11 August 2022. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",republika.co.id,2022-08-11,Penipuan Online,UMKM,Jawa Timur,neutral,46,2025-12-24 12:38:01.503590
NEWS-000268,BSSN Ungkap Lonjakan Kasus Ransomware Sepanjang 2024,"Laporan terbaru menunjukkan adanya kasus Ransomware yang menargetkan 
            sektor Pemerintahan di wilayah Semarang. Menurut sumber dari 
            Kepolisian, insiden ini 
            terjadi pada 27 July 2024. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2024-07-27,Ransomware,Pemerintahan,Semarang,negative,44,2025-12-24 12:38:01.503649
NEWS-000269,BSSN Ungkap Lonjakan Kasus Penipuan Online Sepanjang 2023,"Laporan terbaru menunjukkan adanya kasus Penipuan Online yang menargetkan 
            sektor Startup di wilayah Semarang. Menurut sumber dari 
            BSSN, insiden ini 
            terjadi pada 05 January 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",kompas.com,2023-01-05,Penipuan Online,Startup,Semarang,neutral,45,2025-12-24 12:38:01.503697
NEWS-000270,BSSN Ungkap Lonjakan Kasus DDoS Sepanjang 2023,"Laporan terbaru menunjukkan adanya kasus DDoS yang menargetkan 
            sektor Fintech di wilayah Medan. Menurut sumber dari 
            Kominfo, insiden ini 
            terjadi pada 27 August 2023. Para ahli keamanan siber 
            menyarankan masyarakat untuk meningkatkan kewaspadaan terhadap ancaman 
            serupa. Kerugian diperkirakan mencapai ratusan juta hingga miliaran rupiah.",merdeka.com,2023-08-27,DDoS,Fintech,Medan,negative,44,2025-12-24 12:38:01.503746
